Unnamed: 0,Y_soft,Y_hard
16210,[0.13147634 0.7855292  0.08299451],[0. 1. 0.]
16211,[0.00565254 0.04484832 0.94949919],[0. 0. 1.]
16212,[0.00797957 0.07565793 0.91636252],[0. 1. 0.]
16213,[0.01746064 0.06537838 0.91716093],[0. 0. 1.]
16214,[0.01655806 0.70576519 0.27767679],[0. 1. 0.]
16215,[0.00322858 0.01129901 0.98547238],[0. 0. 1.]
16216,[0.2990422  0.33292413 0.36803371],[1. 0. 0.]
16217,[0.80674154 0.16399089 0.02926755],[1. 0. 0.]
16218,[0.88874573 0.0978224  0.01343187],[0. 0. 1.]
16219,[0.08796799 0.78103483 0.13099723],[0. 1. 0.]
16220,[0.80343109 0.17230968 0.02425923],[1. 0. 0.]
16221,[0.22869614 0.60922676 0.16207713],[1. 0. 0.]
16222,[0.5639326  0.31563354 0.12043393],[0. 0. 1.]
16223,[0.00336155 0.01672502 0.97991347],[0. 0. 1.]
16224,[0.00247241 0.01505013 0.98247749],[0. 0. 1.]
16225,[0.00143852 0.02421849 0.974343  ],[0. 0. 1.]
16226,[0.00234393 0.01400831 0.98364776],[0. 0. 1.]
16227,[0.00956337 0.03711661 0.95332003],[0. 0. 1.]
16228,[0.18523853 0.58927512 0.22548632],[0. 1. 0.]
16229,[0.22598517 0.29196182 0.48205292],[0. 1. 0.]
16230,[0.00296487 0.01499534 0.98203975],[0. 0. 1.]
16231,[0.01145696 0.49957675 0.48896626],[0. 1. 0.]
16232,[0.03321344 0.57639331 0.39039326],[0. 0. 1.]
16233,[0.00123284 0.01133252 0.98743469],[0. 0. 1.]
16234,[0.00346973 0.00560529 0.99092495],[0. 0. 1.]
16235,[0.9092527  0.08105917 0.00968816],[1. 0. 0.]
16236,[0.12808189 0.37768427 0.49423376],[1. 0. 0.]
16237,[0.00344912 0.01950774 0.97704315],[0. 0. 1.]
16238,[0.00196139 0.02750212 0.97053647],[0. 0. 1.]
16239,[0.66093409 0.25462344 0.08444244],[1. 0. 0.]
16240,[0.43146765 0.48910356 0.07942874],[1. 0. 0.]
16241,[0.04785452 0.83626997 0.11587552],[0. 1. 0.]
16242,[0.47822827 0.49305153 0.0287202 ],[0. 1. 0.]
16243,[0.00195032 0.01845915 0.97959054],[0. 0. 1.]
16244,[0.78265995 0.17313384 0.04420629],[1. 0. 0.]
16245,[0.01618624 0.25598553 0.72782826],[0. 0. 1.]
16246,[0.00674446 0.08231037 0.91094518],[0. 0. 1.]
16247,[0.00396539 0.01018326 0.98585135],[0. 0. 1.]
16248,[0.00831433 0.62689644 0.36478922],[0. 1. 0.]
16249,[0.00361768 0.08537564 0.91100669],[0. 1. 0.]
16250,[0.01277816 0.6883592  0.29886273],[0. 0. 1.]
16251,[0.00399571 0.02440436 0.97159988],[0. 0. 1.]
16252,[0.01181218 0.94601882 0.04216893],[0. 1. 0.]
16253,[0.07904668 0.51156795 0.40938535],[0. 0. 1.]
16254,[0.00130746 0.01535902 0.98333353],[0. 0. 1.]
16255,[0.00263621 0.03679144 0.9605723 ],[0. 0. 1.]
16256,[0.84684896 0.11961319 0.03353781],[0. 0. 1.]
16257,[0.81441742 0.17556903 0.01001355],[0. 1. 0.]
16258,[0.00328968 0.04547921 0.95123118],[0. 0. 1.]
16259,[0.60064113 0.30956161 0.08979725],[1. 0. 0.]
16260,[0.00250931 0.01385021 0.98364049],[0. 0. 1.]
16261,[0.82196683 0.15254262 0.02549057],[1. 0. 0.]
16262,[0.00289963 0.00544756 0.99165279],[0. 0. 1.]
16263,[0.25121817 0.71599561 0.03278623],[0. 1. 0.]
16264,[0.04652822 0.80358225 0.14988953],[0. 1. 0.]
16265,[0.90256757 0.08783012 0.00960239],[1. 0. 0.]
16266,[0.15340379 0.51397634 0.33261988],[0. 1. 0.]
16267,[0.89822108 0.09423529 0.00754368],[1. 0. 0.]
16268,[0.72832793 0.25158349 0.02008858],[0. 1. 0.]
16269,[0.00502214 0.04354298 0.95143485],[0. 0. 1.]
16270,[0.00246311 0.00981795 0.98771894],[0. 0. 1.]
16271,[0.87196207 0.11899497 0.009043  ],[1. 0. 0.]
16272,[0.0073432  0.32016358 0.67249322],[0. 1. 0.]
16273,[0.67888111 0.2861661  0.03495279],[1. 0. 0.]
16274,[0.01692814 0.60478461 0.37828732],[0. 1. 0.]
16275,[0.00357346 0.04521992 0.95120668],[0. 0. 1.]
16276,[0.92836976 0.0631731  0.00845708],[1. 0. 0.]
16277,[0.05351608 0.68078047 0.26570341],[0. 1. 0.]
16278,[0.90973628 0.07304476 0.01721895],[0. 1. 0.]
16279,[0.00504341 0.5350219  0.45993465],[0. 1. 0.]
16280,[0.08660465 0.47686133 0.43653402],[0. 0. 1.]
16281,[0.00293772 0.0070761  0.98998612],[0. 0. 1.]
16282,[0.01814209 0.87750679 0.10435107],[0. 0. 1.]
16283,[0.05695549 0.72510576 0.21793877],[0. 1. 0.]
16284,[0.57488632 0.39373794 0.0313758 ],[1. 0. 0.]
16285,[0.10105471 0.69735014 0.20159514],[1. 0. 0.]
16286,[0.07772616 0.57413787 0.34813589],[0. 1. 0.]
16287,[0.10066615 0.283757   0.61557692],[1. 0. 0.]
16288,[0.04229668 0.82433844 0.13336492],[0. 1. 0.]
16289,[0.27244309 0.58654112 0.14101578],[0. 1. 0.]
16290,[0.21261102 0.64676756 0.14062142],[0. 1. 0.]
16291,[0.84597886 0.13868114 0.01533996],[1. 0. 0.]
16292,[0.00389868 0.16027014 0.83583117],[0. 0. 1.]
16293,[0.06177003 0.82684934 0.11138061],[0. 1. 0.]
16294,[0.00825045 0.62820619 0.3635433 ],[0. 1. 0.]
16295,[0.94410849 0.04975108 0.00614043],[1. 0. 0.]
16296,[0.6489495  0.31004891 0.04100161],[1. 0. 0.]
16297,[0.00419216 0.10273421 0.89307356],[0. 1. 0.]
16298,[0.00347886 0.01531087 0.98121029],[0. 0. 1.]
16299,[0.86975926 0.11952929 0.01071146],[1. 0. 0.]
16300,[0.92621714 0.0660317  0.00775116],[1. 0. 0.]
16301,[0.00266199 0.17687446 0.82046354],[0. 1. 0.]
16302,[0.8744781  0.11325938 0.01226249],[1. 0. 0.]
16303,[0.81088108 0.17789097 0.01122792],[0. 1. 0.]
16304,[0.00575313 0.34049761 0.65374923],[0. 1. 0.]
16305,[0.00488081 0.08393557 0.91118366],[0. 0. 1.]
16306,[0.00765098 0.14908071 0.84326833],[0. 0. 1.]
16307,[0.80668253 0.1776848  0.0156326 ],[1. 0. 0.]
16308,[0.10912196 0.27725744 0.61362064],[1. 0. 0.]
16309,[0.00724539 0.06632103 0.92643362],[0. 0. 1.]
16310,[0.00801347 0.03553162 0.95645493],[0. 0. 1.]
16311,[0.29449174 0.3837294  0.32177889],[1. 0. 0.]
16312,[0.86492807 0.12512189 0.00994993],[0. 0. 1.]
16313,[0.94992971 0.04404052 0.0060297 ],[1. 0. 0.]
16314,[0.0017511  0.01312651 0.98512244],[0. 0. 1.]
16315,[0.00199455 0.05459937 0.94340605],[0. 1. 0.]
16316,[0.87683576 0.10997682 0.01318743],[1. 0. 0.]
16317,[0.0052367  0.03409296 0.96067035],[0. 0. 1.]
16318,[0.02861604 0.67516232 0.29622167],[0. 0. 1.]
16319,[0.47849295 0.48832944 0.03317761],[1. 0. 0.]
16320,[0.17753445 0.78865701 0.03380854],[0. 1. 0.]
16321,[0.0180556  0.92848557 0.05345886],[0. 1. 0.]
16322,[0.00266851 0.04431202 0.9530195 ],[0. 0. 1.]
16323,[0.13716723 0.83378333 0.02904952],[0. 1. 0.]
16324,[0.00432253 0.31386086 0.68181664],[0. 0. 1.]
16325,[0.33199108 0.53029549 0.1377134 ],[1. 0. 0.]
16326,[0.78910106 0.19585435 0.01504461],[1. 0. 0.]
16327,[0.92510778 0.06786399 0.00702827],[1. 0. 0.]
16328,[0.04553153 0.39341944 0.56104904],[1. 0. 0.]
16329,[0.00297426 0.03940339 0.95762235],[0. 0. 1.]
16330,[0.02373038 0.57383478 0.4024348 ],[0. 1. 0.]
16331,[0.06112281 0.4760716  0.46280554],[0. 1. 0.]
16332,[0.15366411 0.57583004 0.27050588],[0. 1. 0.]
16333,[0.14001931 0.73605508 0.12392554],[0. 1. 0.]
16334,[0.0184878  0.89140862 0.09010357],[0. 1. 0.]
16335,[0.29089934 0.68746936 0.02163128],[0. 1. 0.]
16336,[0.11926865 0.19707212 0.6836592 ],[0. 1. 0.]
16337,[0.01532857 0.07153905 0.91313243],[0. 1. 0.]
16338,[0.42235279 0.47287652 0.10477071],[0. 1. 0.]
16339,[0.09632874 0.46968833 0.43398297],[0. 1. 0.]
16340,[0.95436406 0.04047105 0.00516484],[1. 0. 0.]
16341,[0.00467018 0.06428766 0.93104219],[0. 0. 1.]
16342,[0.00292084 0.55039436 0.44668481],[0. 1. 0.]
16343,[0.41906577 0.5246256  0.0563086 ],[0. 1. 0.]
16344,[0.00169476 0.05406993 0.94423527],[0. 1. 0.]
16345,[0.00581871 0.00999481 0.98418647],[0. 0. 1.]
16346,[0.00416826 0.03636108 0.95947069],[0. 0. 1.]
16347,[0.0028262  0.00918873 0.98798507],[0. 0. 1.]
16348,[0.00218528 0.02730792 0.97050673],[0. 0. 1.]
16349,[0.01699312 0.09626049 0.88674647],[0. 1. 0.]
16350,[0.39430812 0.39987195 0.20581999],[1. 0. 0.]
16351,[0.10314751 0.39610118 0.50075132],[0. 1. 0.]
16352,[0.86464536 0.11135238 0.02400224],[0. 1. 0.]
16353,[0.01013994 0.16245313 0.82740694],[0. 0. 1.]
16354,[0.0135234  0.06005359 0.92642307],[0. 0. 1.]
16355,[0.91487342 0.06173019 0.0233964 ],[0. 1. 0.]
16356,[0.83264154 0.15437765 0.01298071],[1. 0. 0.]
16357,[0.04194914 0.82882929 0.12922151],[0. 0. 1.]
16358,[0.05334277 0.34687999 0.59977722],[0. 0. 1.]
16359,[0.05137603 0.10297746 0.8456465 ],[0. 1. 0.]
16360,[0.75514203 0.19572799 0.04912992],[0. 1. 0.]
16361,[0.05345502 0.91419238 0.03235261],[0. 1. 0.]
16362,[0.00265707 0.09634531 0.90099764],[0. 0. 1.]
16363,[0.002747   0.02249749 0.97475559],[0. 0. 1.]
16364,[0.00399258 0.03279521 0.96321219],[0. 0. 1.]
16365,[0.01540524 0.38665387 0.59794086],[0. 1. 0.]
16366,[0.00248849 0.01385194 0.98365951],[0. 0. 1.]
16367,[0.90148169 0.09151837 0.00699994],[1. 0. 0.]
16368,[0.00267817 0.00908674 0.98823512],[0. 0. 1.]
16369,[0.85985702 0.11662903 0.02351384],[1. 0. 0.]
16370,[0.89710808 0.09368668 0.0092053 ],[1. 0. 0.]
16371,[0.769171   0.1810054  0.04982362],[1. 0. 0.]
16372,[0.8821134  0.10932604 0.00856058],[1. 0. 0.]
16373,[0.38750032 0.41819754 0.19430208],[1. 0. 0.]
16374,[0.34201068 0.59535235 0.06263697],[1. 0. 0.]
16375,[0.14199239 0.29348993 0.56451768],[0. 0. 1.]
16376,[0.0156926  0.11063581 0.87367165],[0. 0. 1.]
16377,[0.08746529 0.40268469 0.50985003],[0. 0. 1.]
16378,[0.11203649 0.72489655 0.16306701],[0. 1. 0.]
16379,[0.01252215 0.06551527 0.92196256],[0. 1. 0.]
16380,[0.01584894 0.54021877 0.44393232],[0. 1. 0.]
16381,[0.73986864 0.24563597 0.01449534],[1. 0. 0.]
16382,[0.05974095 0.59521496 0.34504405],[0. 0. 1.]
16383,[0.01432546 0.06347711 0.9221974 ],[0. 0. 1.]
16384,[0.8233372  0.15513568 0.02152714],[1. 0. 0.]
16385,[0.00624271 0.75147021 0.24228701],[0. 1. 0.]
16386,[0.00581951 0.01049751 0.98368293],[0. 0. 1.]
16387,[0.01046232 0.03637406 0.95316362],[0. 0. 1.]
16388,[0.10387294 0.63720399 0.25892302],[0. 1. 0.]
16389,[0.00327718 0.03033218 0.96639061],[0. 0. 1.]
16390,[0.00162187 0.02677429 0.97160387],[0. 0. 1.]
16391,[0.00445276 0.01958746 0.97595984],[0. 0. 1.]
16392,[0.02134528 0.39550504 0.58314967],[0. 1. 0.]
16393,[0.94842613 0.04333389 0.00824003],[1. 0. 0.]
16394,[0.07422996 0.87030852 0.05546153],[0. 1. 0.]
16395,[0.00225723 0.09691575 0.90082699],[0. 0. 1.]
16396,[0.01153077 0.43242162 0.55604762],[0. 1. 0.]
16397,[0.9230395  0.06703933 0.00992124],[1. 0. 0.]
16398,[0.67276806 0.2243845  0.10284743],[0. 1. 0.]
16399,[0.03516172 0.51946074 0.4453775 ],[0. 1. 0.]
16400,[0.00741714 0.02433506 0.96824777],[0. 0. 1.]
16401,[0.00395236 0.06214939 0.93389821],[0. 0. 1.]
16402,[0.00554484 0.88718742 0.10726777],[0. 1. 0.]
16403,[0.00238634 0.00873572 0.98887795],[0. 0. 1.]
16404,[0.09570765 0.75321764 0.15107477],[0. 1. 0.]
16405,[0.37100747 0.60136276 0.02762979],[0. 1. 0.]
16406,[0.02875481 0.08494861 0.88629657],[0. 0. 1.]
16407,[0.04897478 0.7981118  0.15291347],[0. 1. 0.]
16408,[0.01952052 0.17197512 0.80850434],[0. 0. 1.]
16409,[0.58273512 0.38310269 0.03416222],[0. 1. 0.]
16410,[0.00313323 0.0088212  0.98804563],[0. 0. 1.]
16411,[0.00230165 0.01127537 0.98642296],[0. 0. 1.]
16412,[0.91575658 0.07152807 0.01271528],[1. 0. 0.]
16413,[0.00324896 0.01654269 0.98020834],[0. 0. 1.]
16414,[0.88280588 0.10608026 0.01111385],[1. 0. 0.]
16415,[0.01042642 0.37148294 0.61809063],[0. 0. 1.]
16416,[0.00185104 0.05239478 0.94575417],[0. 0. 1.]
16417,[0.06475112 0.78510225 0.15014663],[0. 0. 1.]
16418,[0.00334446 0.01936433 0.97729117],[0. 0. 1.]
16419,[0.94270611 0.04725097 0.01004288],[1. 0. 0.]
16420,[0.90839088 0.08623079 0.00537836],[1. 0. 0.]
16421,[0.83508641 0.15734851 0.00756511],[0. 1. 0.]
16422,[0.00241723 0.00816661 0.98941618],[0. 0. 1.]
16423,[0.03030743 0.80425459 0.16543797],[0. 0. 1.]
16424,[0.75577426 0.22348617 0.02073956],[0. 1. 0.]
16425,[0.72702312 0.25842652 0.01455032],[1. 0. 0.]
16426,[0.00301174 0.67496866 0.32201964],[0. 1. 0.]
16427,[0.89186913 0.09591088 0.01221999],[1. 0. 0.]
16428,[0.00381965 0.10496751 0.89121288],[0. 1. 0.]
16429,[0.90591109 0.08509344 0.00899553],[1. 0. 0.]
16430,[0.00576762 0.04517762 0.94905478],[0. 1. 0.]
16431,[0.00652445 0.01239172 0.98108381],[0. 0. 1.]
16432,[0.85819083 0.13246696 0.0093422 ],[1. 0. 0.]
16433,[0.57341456 0.38560152 0.04098394],[1. 0. 0.]
16434,[0.8941136  0.09300475 0.0128816 ],[1. 0. 0.]
16435,[0.51230741 0.26768565 0.22000687],[1. 0. 0.]
16436,[0.02929883 0.82577217 0.1449291 ],[0. 1. 0.]
16437,[0.00363974 0.00940089 0.9869594 ],[0. 0. 1.]
16438,[0.23733966 0.43786135 0.324799  ],[1. 0. 0.]
16439,[0.22878899 0.7335456  0.03766542],[0. 1. 0.]
16440,[0.00606311 0.0256669  0.96827   ],[0. 0. 1.]
16441,[0.00850091 0.39689434 0.59460473],[0. 1. 0.]
16442,[0.00501513 0.02479194 0.97019291],[0. 0. 1.]
16443,[0.56322753 0.41721469 0.01955778],[0. 1. 0.]
16444,[0.77505153 0.20350963 0.02143889],[1. 0. 0.]
16445,[0.565579   0.4144516  0.01996937],[1. 0. 0.]
16446,[0.43645281 0.44109565 0.12245154],[0. 1. 0.]
16447,[0.00317694 0.02400896 0.97281408],[0. 0. 1.]
16448,[0.00505874 0.00770816 0.98723316],[0. 0. 1.]
16449,[0.01937306 0.81435317 0.16627377],[0. 1. 0.]
16450,[0.59852254 0.3475605  0.05391691],[1. 0. 0.]
16451,[0.5082311  0.33189464 0.15987429],[0. 0. 1.]
16452,[0.71329784 0.27605501 0.01064717],[0. 1. 0.]
16453,[0.91129428 0.08030926 0.00839646],[1. 0. 0.]
16454,[0.22900675 0.53775537 0.23323791],[0. 1. 0.]
16455,[0.91123062 0.0780215  0.01074788],[1. 0. 0.]
16456,[0.64302152 0.33452165 0.02245682],[1. 0. 0.]
16457,[0.00327169 0.01584244 0.98088592],[0. 0. 1.]
16458,[0.83385915 0.13954125 0.02659963],[1. 0. 0.]
16459,[0.84831989 0.13304839 0.01863173],[1. 0. 0.]
16460,[0.92715096 0.06618001 0.00666895],[1. 0. 0.]
16461,[0.04819713 0.7041384  0.24766438],[0. 1. 0.]
16462,[0.20152885 0.44922203 0.34924909],[0. 0. 1.]
16463,[0.88653105 0.10224039 0.01122849],[1. 0. 0.]
16464,[0.00253419 0.00801467 0.98945111],[0. 0. 1.]
16465,[0.5356108  0.44494072 0.0194485 ],[0. 1. 0.]
16466,[0.02281474 0.83696163 0.14022358],[0. 1. 0.]
16467,[0.01512301 0.21978237 0.76509464],[0. 1. 0.]
16468,[0.51765168 0.24654002 0.23580824],[1. 0. 0.]
16469,[0.15658462 0.22209764 0.62131768],[0. 1. 0.]
16470,[0.4838466  0.30127123 0.21488227],[0. 0. 1.]
16471,[0.86446953 0.12608659 0.00944392],[1. 0. 0.]
16472,[0.0073014  0.16679424 0.82590437],[0. 0. 1.]
16473,[0.00820912 0.23440611 0.75738478],[0. 1. 0.]
16474,[0.00297381 0.01078287 0.98624331],[0. 0. 1.]
16475,[0.00340578 0.01104171 0.98555249],[0. 0. 1.]
16476,[0.00287836 0.03627958 0.96084213],[0. 0. 1.]
16477,[0.12888688 0.61460513 0.25650802],[0. 0. 1.]
16478,[0.76366633 0.2076174  0.02871629],[1. 0. 0.]
16479,[0.78760773 0.192426   0.01996629],[0. 1. 0.]
16480,[0.01584264 0.16753672 0.81662065],[0. 0. 1.]
16481,[0.85737854 0.13605736 0.00656408],[1. 0. 0.]
16482,[0.00469783 0.20808256 0.78721958],[0. 0. 1.]
16483,[0.81778419 0.16995481 0.01226099],[1. 0. 0.]
16484,[0.09209377 0.50240707 0.40549913],[0. 1. 0.]
16485,[0.16632906 0.66856849 0.16510242],[0. 1. 0.]
16486,[0.02904261 0.64578843 0.32516903],[0. 1. 0.]
16487,[0.00389396 0.08175611 0.91434991],[0. 0. 1.]
16488,[0.00247998 0.01495432 0.98256564],[0. 0. 1.]
16489,[0.00310866 0.01768873 0.97920257],[0. 0. 1.]
16490,[0.02741066 0.76296306 0.20962629],[0. 1. 0.]
16491,[0.00225024 0.02446097 0.97328883],[0. 0. 1.]
16492,[0.00456444 0.0071735  0.988262  ],[0. 0. 1.]
16493,[0.91901571 0.07028946 0.01069492],[1. 0. 0.]
16494,[0.00382833 0.03668327 0.95948845],[0. 0. 1.]
16495,[0.89574701 0.09309518 0.01115781],[0. 1. 0.]
16496,[0.00483755 0.02332223 0.9718402 ],[0. 0. 1.]
16497,[0.66249228 0.24546582 0.09204188],[0. 1. 0.]
16498,[0.0125003  0.26119411 0.7263056 ],[0. 1. 0.]
16499,[0.22352849 0.2519086  0.52456295],[0. 1. 0.]
16500,[0.74635756 0.23720565 0.01643679],[1. 0. 0.]
16501,[0.00424548 0.03035181 0.96540272],[0. 0. 1.]
16502,[0.00335212 0.02291675 0.97373116],[0. 0. 1.]
16503,[0.13887359 0.81857836 0.04254792],[0. 1. 0.]
16504,[0.00333926 0.02259507 0.97406572],[0. 0. 1.]
16505,[0.01510246 0.46431753 0.52057999],[0. 0. 1.]
16506,[0.00234342 0.01143975 0.9862169 ],[0. 0. 1.]
16507,[0.00115343 0.01647888 0.98236775],[0. 1. 0.]
16508,[0.47654814 0.47584417 0.04760778],[0. 1. 0.]
16509,[0.01138029 0.38556921 0.60305053],[0. 1. 0.]
16510,[0.20929062 0.43671733 0.35399199],[0. 0. 1.]
16511,[0.83370966 0.15145403 0.01483634],[1. 0. 0.]
16512,[0.09024194 0.80054444 0.1092136 ],[0. 1. 0.]
16513,[0.04569304 0.81792289 0.13638413],[0. 1. 0.]
16514,[0.62236434 0.31631982 0.06131591],[0. 1. 0.]
16515,[0.00418506 0.02433365 0.97148132],[0. 0. 1.]
16516,[0.00184341 0.04611995 0.95203662],[0. 0. 1.]
16517,[0.64349854 0.31027848 0.04622295],[1. 0. 0.]
16518,[9.40426602e-04 4.71795052e-02 9.51880097e-01],[0. 0. 1.]
16519,[0.0064816  0.02129974 0.97221869],[0. 0. 1.]
16520,[0.75594926 0.15144722 0.09260347],[0. 0. 1.]
16521,[0.00636412 0.10204871 0.89158714],[0. 1. 0.]
16522,[0.59419072 0.35047075 0.05533854],[0. 1. 0.]
16523,[0.87017328 0.11180156 0.01802515],[0. 1. 0.]
16524,[0.10333921 0.53676856 0.35989225],[0. 1. 0.]
16525,[0.53875369 0.35502252 0.1062238 ],[0. 0. 1.]
16526,[0.00299013 0.07831692 0.91869295],[0. 0. 1.]
16527,[0.0069512  0.02218763 0.97086126],[0. 0. 1.]
16528,[0.00460699 0.64413631 0.35125667],[0. 1. 0.]
16529,[0.0107543  0.58990157 0.39934409],[0. 1. 0.]
16530,[0.00478032 0.28105932 0.71416038],[0. 0. 1.]
16531,[0.00845619 0.23670326 0.75484055],[0. 0. 1.]
16532,[0.08887456 0.34355912 0.56756634],[0. 0. 1.]
16533,[0.00626124 0.59043807 0.4033007 ],[0. 1. 0.]
16534,[0.93255091 0.05984668 0.00760242],[1. 0. 0.]
16535,[0.88809472 0.10623414 0.00567112],[1. 0. 0.]
16536,[0.00287812 0.05897865 0.93814331],[0. 0. 1.]
16537,[0.00863055 0.21689488 0.77447456],[0. 1. 0.]
16538,[0.03519121 0.31016523 0.6546436 ],[0. 0. 1.]
16539,[0.01631728 0.40558538 0.57809734],[0. 1. 0.]
16540,[0.89236194 0.08100085 0.02663725],[1. 0. 0.]
16541,[0.0229324  0.08563451 0.89143306],[0. 1. 0.]
16542,[0.00165453 0.01666334 0.98168212],[0. 1. 0.]
16543,[0.31949574 0.59231257 0.08819166],[1. 0. 0.]
16544,[0.33825505 0.55172789 0.11001708],[1. 0. 0.]
16545,[0.00361647 0.01108806 0.98529553],[0. 0. 1.]
16546,[0.01176858 0.76169348 0.22653785],[0. 1. 0.]
16547,[0.00218828 0.16462356 0.83318818],[0. 1. 0.]
16548,[0.73754919 0.23949125 0.02295953],[0. 1. 0.]
16549,[0.93011194 0.06061142 0.00927659],[1. 0. 0.]
16550,[0.60856146 0.25799429 0.13344426],[0. 1. 0.]
16551,[0.60803413 0.38000977 0.01195611],[0. 1. 0.]
16552,[0.89675075 0.0882621  0.0149872 ],[1. 0. 0.]
16553,[0.02088057 0.28394338 0.69517606],[0. 0. 1.]
16554,[0.03183586 0.62975609 0.33840805],[0. 0. 1.]
16555,[0.85150039 0.1424413  0.00605833],[0. 1. 0.]
16556,[0.80070633 0.16015182 0.03914184],[1. 0. 0.]
16557,[0.0048732  0.08865511 0.90647173],[0. 1. 0.]
16558,[0.00477509 0.38667238 0.60855252],[0. 1. 0.]
16559,[0.01793386 0.23963593 0.74243027],[0. 0. 1.]
16560,[0.0045279  0.03283986 0.96263218],[0. 0. 1.]
16561,[0.0959167  0.83447897 0.06960428],[0. 1. 0.]
16562,[0.03659562 0.8990218  0.06438254],[0. 1. 0.]
16563,[0.67747295 0.22424124 0.0982858 ],[1. 0. 0.]
16564,[0.00413809 0.03214018 0.96372175],[0. 0. 1.]
16565,[0.00587133 0.10547662 0.88865209],[0. 1. 0.]
16566,[0.00428258 0.01375581 0.98196155],[0. 0. 1.]
16567,[0.56559616 0.3191357  0.11526813],[0. 0. 1.]
16568,[0.02856204 0.15487055 0.81656736],[0. 0. 1.]
16569,[0.00265523 0.00565189 0.99169284],[0. 0. 1.]
16570,[0.75992173 0.21083902 0.02923926],[1. 0. 0.]
16571,[0.77525723 0.18557739 0.03916542],[1. 0. 0.]
16572,[0.41080505 0.3650184  0.22417657],[0. 0. 1.]
16573,[0.88924819 0.09624808 0.01450371],[1. 0. 0.]
16574,[0.00172089 0.04220251 0.95607668],[0. 0. 1.]
16575,[0.93865776 0.05647775 0.00486445],[1. 0. 0.]
16576,[0.2232051  0.42595872 0.35083613],[0. 0. 1.]
16577,[0.34802312 0.5276162  0.12436075],[0. 1. 0.]
16578,[0.0050012  0.02500794 0.96999085],[0. 0. 1.]
16579,[0.65427822 0.29120323 0.05451858],[0. 0. 1.]
16580,[0.00229519 0.01561526 0.98208952],[0. 0. 1.]
16581,[0.0019449  0.00786963 0.9901855 ],[0. 0. 1.]
16582,[0.84233087 0.14576846 0.01190061],[1. 0. 0.]
16583,[0.90774542 0.08710855 0.00514604],[1. 0. 0.]
16584,[0.0053058  0.03352859 0.96116555],[0. 0. 1.]
16585,[0.00211495 0.05739006 0.94049501],[0. 1. 0.]
16586,[0.00390962 0.00817617 0.98791426],[0. 0. 1.]
16587,[0.74239129 0.24091007 0.01669861],[0. 1. 0.]
16588,[0.0779716  0.86489707 0.05713137],[0. 1. 0.]
16589,[0.00354057 0.13304667 0.8634128 ],[0. 1. 0.]
16590,[0.84416801 0.14631811 0.00951392],[1. 0. 0.]
16591,[0.88167542 0.10529753 0.01302711],[0. 1. 0.]
16592,[0.15380388 0.73363459 0.11256154],[0. 1. 0.]
16593,[0.00183377 0.03742304 0.96074319],[0. 0. 1.]
16594,[0.94440699 0.05099592 0.00459701],[1. 0. 0.]
16595,[0.00583254 0.04278674 0.95138067],[0. 0. 1.]
16596,[0.7982347  0.18726254 0.01450281],[1. 0. 0.]
16597,[0.05402861 0.81146014 0.13451126],[0. 1. 0.]
16598,[0.00311532 0.17654724 0.82033741],[0. 1. 0.]
16599,[0.03090985 0.70687628 0.26221389],[0. 0. 1.]
16600,[0.74528182 0.23232032 0.02239787],[1. 0. 0.]
16601,[0.88742018 0.10193271 0.01064715],[1. 0. 0.]
16602,[0.00874597 0.04342212 0.94783187],[0. 0. 1.]
16603,[0.00305579 0.01627092 0.98067331],[0. 0. 1.]
16604,[0.26326042 0.47516611 0.26157349],[0. 1. 0.]
16605,[0.00260884 0.01373509 0.98365605],[0. 0. 1.]
16606,[0.84367186 0.11905095 0.03727718],[0. 1. 0.]
16607,[0.91303086 0.08172601 0.00524313],[0. 1. 0.]
16608,[0.00224576 0.03984543 0.95790887],[0. 0. 1.]
16609,[0.06776762 0.40373009 0.52850229],[0. 1. 0.]
16610,[0.03010708 0.41624662 0.55364627],[1. 0. 0.]
16611,[0.2583895  0.53584915 0.20576133],[0. 1. 0.]
16612,[0.00224441 0.08845477 0.9093008 ],[0. 0. 1.]
16613,[0.80742466 0.18352821 0.00904711],[0. 1. 0.]
16614,[0.01220853 0.03103951 0.95675194],[0. 1. 0.]
16615,[0.00952829 0.32948774 0.66098398],[0. 0. 1.]
16616,[0.74065667 0.23216331 0.02717996],[0. 1. 0.]
16617,[0.0053579  0.02126039 0.97338176],[0. 0. 1.]
16618,[0.53979689 0.42817587 0.03202723],[0. 1. 0.]
16619,[0.00209501 0.00851182 0.98939323],[0. 0. 1.]
16620,[0.01311293 0.03376451 0.95312256],[0. 1. 0.]
16621,[0.1844608  0.41300482 0.4025344 ],[0. 1. 0.]
16622,[0.01309877 0.23479792 0.75210327],[0. 1. 0.]
16623,[0.02093869 0.92986315 0.04919816],[0. 1. 0.]
16624,[0.89406085 0.09420519 0.01173401],[1. 0. 0.]
16625,[0.01665514 0.09760744 0.88573736],[0. 0. 1.]
16626,[0.92898929 0.05602199 0.01498866],[0. 0. 1.]
16627,[0.76816779 0.21677278 0.01505937],[1. 0. 0.]
16628,[0.48494658 0.4691121  0.04594132],[0. 1. 0.]
16629,[0.37144443 0.42780975 0.20074582],[1. 0. 0.]
16630,[0.00606327 0.12820423 0.86573255],[0. 0. 1.]
